hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,337,2015,September,19
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,351,2015,October,3
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,274,2015,July,18
City Hotel,1,157,2015,July,6
City Hotel,1,180,2015,July,19
City Hotel,1,166,2015,July,18
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,301,2015,August,14
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,260,2015,September,18
City Hotel,1,260,2015,September,18
City Hotel,1,260,2015,September,18
City Hotel,1,260,2015,September,18
City Hotel,1,260,2015,September,18
City Hotel,1,260,2015,September,18
City Hotel,1,260,2015,September,18
City Hotel,1,260,2015,September,18
City Hotel,1,260,2015,September,18
City Hotel,1,260,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,336,2015,September,18
City Hotel,1,288,2015,October,16
City Hotel,1,288,2015,October,16
City Hotel,1,288,2015,October,16
City Hotel,1,288,2015,October,16
City Hotel,1,288,2015,October,16
City Hotel,1,288,2015,October,16
City Hotel,1,288,2015,October,16
City Hotel,1,288,2015,October,16
City Hotel,1,288,2015,October,16
City Hotel,1,288,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,364,2015,October,16
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,1,273,2015,July,17
City Hotel,0,181,2015,July,1
City Hotel,0,181,2015,July,1
City Hotel,0,185,2015,July,6
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,233,2015,September,18
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,1,261,2015,October,16
City Hotel,0,260,2015,July,4
City Hotel,0,260,2015,July,4
City Hotel,0,260,2015,July,4
City Hotel,0,260,2015,July,4
City Hotel,0,260,2015,July,4
City Hotel,0,260,2015,July,4
City Hotel,0,260,2015,July,4
City Hotel,0,260,2015,July,4
City Hotel,1,135,2015,July,16
City Hotel,1,135,2015,July,16
City Hotel,1,135,2015,July,16
City Hotel,1,135,2015,July,16
City Hotel,1,150,2015,July,9
City Hotel,1,151,2015,July,25
City Hotel,1,151,2015,July,25
City Hotel,1,151,2015,July,25
City Hotel,1,151,2015,July,25
City Hotel,1,151,2015,July,25
City Hotel,1,151,2015,July,25
City Hotel,1,151,2015,July,25
City Hotel,1,151,2015,July,25
City Hotel,1,151,2015,July,25
City Hotel,1,151,2015,July,25
City Hotel,1,165,2015,August,8
City Hotel,1,165,2015,August,8
City Hotel,1,165,2015,August,8
City Hotel,1,165,2015,August,8
City Hotel,1,165,2015,August,8
City Hotel,1,165,2015,August,8
City Hotel,1,165,2015,August,8
City Hotel,1,165,2015,August,8
City Hotel,1,165,2015,August,8
City Hotel,1,165,2015,August,8
City Hotel,1,179,2015,August,22
City Hotel,1,179,2015,August,22
City Hotel,1,179,2015,August,22
City Hotel,1,179,2015,August,22
City Hotel,1,179,2015,August,22
City Hotel,1,179,2015,August,22
City Hotel,1,179,2015,August,22
City Hotel,1,179,2015,August,22
City Hotel,1,179,2015,August,22
City Hotel,1,179,2015,August,22
City Hotel,1,200,2015,September,12
City Hotel,1,200,2015,September,12
City Hotel,1,200,2015,September,12
City Hotel,1,200,2015,September,12
City Hotel,1,200,2015,September,12
City Hotel,1,200,2015,September,12
City Hotel,1,200,2015,September,12
City Hotel,1,200,2015,September,12
City Hotel,1,200,2015,September,12
City Hotel,1,200,2015,September,12
City Hotel,1,221,2015,October,3
City Hotel,1,221,2015,October,3
City Hotel,1,221,2015,October,3
City Hotel,1,221,2015,October,3
City Hotel,1,221,2015,October,3
City Hotel,1,221,2015,October,3
City Hotel,1,221,2015,October,3
City Hotel,1,221,2015,October,3
City Hotel,1,221,2015,October,3
City Hotel,1,221,2015,October,3
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,1,147,2015,July,21
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,0,264,2015,July,8
City Hotel,1,138,2015,July,11
City Hotel,1,164,2015,July,20
City Hotel,1,164,2015,July,20
City Hotel,0,136,2015,July,10
City Hotel,0,137,2015,July,11
City Hotel,0,137,2015,July,11
City Hotel,0,137,2015,July,11
City Hotel,0,137,2015,July,11
City Hotel,0,137,2015,July,11
City Hotel,0,0,2015,July,16
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,0,271,2015,July,15
City Hotel,1,154,2015,July,27
City Hotel,1,139,2015,July,23
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,0,273,2015,July,17
City Hotel,1,163,2015,July,24
City Hotel,1,172,2015,July,31
City Hotel,1,221,2015,October,10
City Hotel,1,221,2015,October,10
City Hotel,1,221,2015,October,10
City Hotel,1,221,2015,October,10
City Hotel,1,221,2015,October,10
City Hotel,0,103,2015,July,18
City Hotel,1,256,2015,September,14
City Hotel,1,263,2015,September,21
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,358,2015,October,10
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,379,2015,October,31
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,414,2015,December,5
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,195,2015,September,17
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,199,2015,September,21
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,207,2015,September,29
City Hotel,1,148,2015,August,5
City Hotel,1,208,2015,July,28
City Hotel,1,208,2015,July,28
City Hotel,1,224,2015,September,11
City Hotel,1,224,2015,September,11
City Hotel,1,224,2015,September,11
City Hotel,1,224,2015,September,11
City Hotel,1,224,2015,September,11
City Hotel,1,224,2015,September,11
City Hotel,1,224,2015,September,11
City Hotel,1,224,2015,September,11
City Hotel,1,224,2015,September,11
City Hotel,1,224,2015,September,11
City Hotel,1,224,2015,September,11
City Hotel,1,224,2015,September,11
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,138,2015,July,25
City Hotel,0,205,2015,July,25
City Hotel,0,110,2015,July,25
City Hotel,0,1,2015,July,30
City Hotel,0,1,2015,August,12
City Hotel,0,0,2015,September,17
City Hotel,0,5,2017,March,15
City Hotel,0,210,2015,July,30
City Hotel,0,1,2015,July,30
City Hotel,0,209,2015,July,29
City Hotel,0,210,2015,July,30
City Hotel,0,3,2015,August,2
City Hotel,0,0,2015,September,20
City Hotel,0,1,2015,October,13
City Hotel,0,0,2015,December,9
City Hotel,0,2,2016,January,27
City Hotel,0,3,2016,April,9
City Hotel,0,7,2016,May,31
City Hotel,0,4,2016,July,5
City Hotel,0,12,2016,August,17
City Hotel,0,5,2016,August,24
City Hotel,0,0,2017,February,7
City Hotel,0,49,2017,March,14
City Hotel,0,14,2017,May,24
City Hotel,0,3,2015,August,2
City Hotel,1,0,2015,October,1
City Hotel,0,11,2016,October,4
City Hotel,1,204,2015,August,15
City Hotel,1,204,2015,August,15
City Hotel,1,204,2015,August,15
City Hotel,1,204,2015,August,15
City Hotel,0,150,2015,August,2
City Hotel,0,150,2015,August,2
City Hotel,0,3,2015,August,4
City Hotel,0,175,2015,August,5
City Hotel,0,0,2015,August,3
City Hotel,0,0,2015,September,21
City Hotel,1,3,2015,September,27
City Hotel,0,0,2015,September,27
City Hotel,0,10,2015,October,4
City Hotel,1,0,2015,October,7
City Hotel,0,0,2015,October,7
City Hotel,0,5,2015,October,12
City Hotel,0,5,2015,October,20
City Hotel,0,8,2015,October,23
